numero_clientes,numero_servidores,msgs_por_cliente,tempo_todos_clientes,tempo_medio_por_cliente,tempo_medio_por_msg,Throughput_medio,tempo_resposta_servidor
1,1,5,0.0,0.0,0.0,0.0,0.0
2,1,5,0.0,0.0,0.0,0.0,0.0
3,1,5,0.0,0.0,0.0,0.0,0.0
4,1,5,0.0,0.0,0.0,0.0,0.0
5,1,5,0.0,0.0,0.0,0.0,0.0
6,1,5,0.0,0.0,0.0,0.0,0.0
7,1,5,0.0,0.0,0.0,0.0,0.0
8,1,5,0.0,0.0,0.0,0.0,0.0
9,1,5,0.0,0.0,0.0,0.0,0.0
10,1,5,0.0,0.0,0.0,0.0,0.0
11,1,5,0.0,0.0,0.0,0.0,0.0
12,1,5,0.0,0.0,0.0,0.0,0.0
13,1,5,0.0,0.0,0.0,0.0,0.0
14,1,5,0.0,0.0,0.0,0.0,0.0
15,1,5,0.0,0.0,0.0,0.0,0.0
16,1,5,0.0,0.0,0.0,0.0,0.0
17,1,5,0.0,0.0,0.0,0.0,0.0
18,1,5,0.0,0.0,0.0,0.0,0.0
19,1,5,0.0,0.0,0.0,0.0,0.0
20,1,5,0.0,0.0,0.0,0.0,0.0
21,1,5,0.0,0.0,0.0,0.0,0.0
22,1,5,0.0,0.0,0.0,0.0,0.0
23,1,5,0.0,0.0,0.0,0.0,0.0
24,1,5,0.0,0.0,0.0,0.0,0.0
25,1,5,0.0,0.0,0.0,0.0,0.0
26,1,5,0.0,0.0,0.0,0.0,0.0
27,1,5,0.0,0.0,0.0,0.0,0.0
28,1,5,0.0,0.0,0.0,0.0,0.0
29,1,5,0.0,0.0,0.0,0.0,0.0
30,1,5,0.0,0.0,0.0,0.0,0.0
31,1,5,0.0,0.0,0.0,0.0,0.0
32,1,5,0.0,0.0,0.0,0.0,0.0
33,1,5,0.0,0.0,0.0,0.0,0.0
34,1,5,0.0,0.0,0.0,0.0,0.0
35,1,5,0.0,0.0,0.0,0.0,0.0
36,1,5,0.0,0.0,0.0,0.0,0.0
37,1,5,0.0,0.0,0.0,0.0,0.0
38,1,5,0.0,0.0,0.0,0.0,0.0
39,1,5,0.0,0.0,0.0,0.0,0.0
40,1,5,0.0,0.0,0.0,0.0,0.0
41,1,5,0.0,0.0,0.0,0.0,0.0
42,1,5,0.0,0.0,0.0,0.0,0.0
43,1,5,0.0,0.0,0.0,0.0,0.0
44,1,5,0.0,0.0,0.0,0.0,0.0
45,1,5,0.0,0.0,0.0,0.0,0.0
46,1,5,0.0,0.0,0.0,0.0,0.0
47,1,5,0.0,0.0,0.0,0.0,0.0
48,1,5,0.0,0.0,0.0,0.0,0.0
49,1,5,0.0,0.0,0.0,0.0,0.0
50,1,5,0.0,0.0,0.0,0.0,0.0
51,1,5,0.0,0.0,0.0,0.0,0.0
52,1,5,0.0,0.0,0.0,0.0,0.0
53,1,5,0.0,0.0,0.0,0.0,0.0
54,1,5,0.0,0.0,0.0,0.0,0.0
55,1,5,0.0,0.0,0.0,0.0,0.0
56,1,5,0.0,0.0,0.0,0.0,0.0
57,1,5,0.0,0.0,0.0,0.0,0.0
58,1,5,0.0,0.0,0.0,0.0,0.0
59,1,5,0.0,0.0,0.0,0.0,0.0
60,1,5,0.0,0.0,0.0,0.0,0.0
61,1,5,0.0,0.0,0.0,0.0,0.0
62,1,5,0.0,0.0,0.0,0.0,0.0
63,1,5,0.0,0.0,0.0,0.0,0.0
64,1,5,0.0,0.0,0.0,0.0,0.0
65,1,5,0.0,0.0,0.0,0.0,0.0
66,1,5,0.0,0.0,0.0,0.0,0.0
67,1,5,0.0,0.0,0.0,0.0,0.0
68,1,5,0.0,0.0,0.0,0.0,0.0
69,1,5,0.0,0.0,0.0,0.0,0.0
